Age,Gender,OrderedItem,When,Order Type,,
13,0,Chicken Fry with Chips,Lunch,Eat In,,
20,0,Chicken Fry with Chips,Lunch,Eat In,,
11,0,Chicken Fry with Chips,Lunch,Eat In,,
10,0,Chicken Fry with Chips,Lunch,Eat In,,
15,0,Chicken Fry with Chips,Lunch,Eat In,,
14,1,Chicken Fry with Chips,Lunch,Eat In,,
20,1,Chicken Fry with Chips,Lunch,Eat In,,
10,0,Chicken Fry with Chips,Lunch,Eat In,,
5,1,Chicken Fry with Chips,Lunch,Eat In,,
11,0,Chicken Fry with Chips,Lunch,Eat In,,
9,0,Chicken Fry with Chips,Lunch,Eat In,,
14,1,Chicken Fry with Chips,Lunch,Eat In,,
12,1,Chicken Fry with Chips,Lunch,Eat In,,
11,1,Chicken Fry with Chips,Lunch,Eat In,,
16,1,Chicken Fry with Chips,Lunch,Eat In,,
18,0,Chicken Fry with Chips,Lunch,Eat In,,
19,0,Chicken Fry with Chips,Lunch,Eat In,,
12,0,Chicken Fry with Chips,Lunch,Eat In,,
16,1,Chicken Fry with Chips,Lunch,Eat In,,
15,0,Chicken Fry with Chips,Lunch,Eat In,,
18,0,Chicken Fry with Chips,Lunch,Eat In,,
7,0,Chicken Fry with Chips,Lunch,Eat In,,
13,1,Chicken Fry with Chips,Lunch,Eat In,,
12,0,Chicken Fry with Chips,Lunch,Eat In,,
11,0,Chicken Fry with Chips,Lunch,Eat In,,
12,1,Chicken Fry with Chips,Lunch,Eat In,,
16,1,Chicken Fry with Chips,Lunch,Eat In,,
13,1,Chicken Fry with Chips,Lunch,Eat In,,
12,0,Chicken Fry with Chips,Lunch,Eat In,,
14,0,Chicken Fry with Chips,Lunch,Eat In,,
12,1,Chicken Fry with Chips,Lunch,Eat In,,
17,0,Chicken Fry with Chips,Lunch,Eat In,,
15,1,Chicken Fry with Chips,Lunch,Eat In,,
17,0,Chicken Fry with Chips,Lunch,Eat In,,
18,0,Chicken Fry with Chips,Lunch,Eat In,,
12,1,Chicken Fry with Chips,Lunch,Eat In,,
18,1,Chicken Fry with Chips,Lunch,Eat In,,
21,1,Chicken Fry with Chips,Lunch,Eat In,,
18,1,Chicken Fry with Chips,Lunch,Eat In,,
11,1,Chicken Fry with Chips,Lunch,Eat In,,
12,0,Chicken Fry with Chips,Lunch,Eat In,,
6,0,Chicken Fry with Chips,Lunch,Eat In,,
12,0,Chicken Fry with Chips,Lunch,Eat In,,
10,0,Chicken Fry with Chips,Lunch,Eat In,,
12,1,Chicken Fry with Chips,Lunch,Eat In,,
14,1,Chicken Fry with Chips,Lunch,Eat In,,
9,0,Chicken Fry with Chips,Lunch,Eat In,,
14,1,Chicken Fry with Chips,Lunch,Eat In,,
18,1,Chicken Fry with Chips,Lunch,Eat In,,
14,1,Chicken Fry with Chips,Lunch,Eat In,,
15,1,Chicken Fry with Chips,Lunch,Eat In,,
16,0,Chicken Fry with Chips,Lunch,Eat In,,
14,0,Chicken Fry with Chips,Lunch,Eat In,,
18,0,Chicken Fry with Chips,Lunch,Eat In,,
14,0,Chicken Fry with Chips,Lunch,Eat In,,
20,1,Chicken Fry with Chips,Lunch,Eat In,,
17,1,Chicken Fry with Chips,Lunch,Eat In,,
14,0,Chicken Fry with Chips,Lunch,Eat In,,
24,0,Chicken Fry with Chips,Lunch,Eat In,,
9,0,Chicken Fry with Chips,Lunch,Eat In,,
15,0,Chicken Fry with Chips,Lunch,Eat In,,
17,1,Chicken Fry with Chips,Lunch,Eat In,,
17,0,Chicken Fry with Chips,Lunch,Eat In,,
11,0,Chicken Fry with Chips,Lunch,Eat In,,
13,0,Chicken Fry with Chips,Lunch,Eat In,,
14,0,Chicken Fry with Chips,Lunch,Eat In,,
16,0,Chicken Fry with Chips,Lunch,Eat In,,
19,0,Chicken Fry with Chips,Lunch,Eat In,,
15,0,Chicken Fry with Chips,Lunch,Eat In,,
19,0,Chicken Fry with Chips,Lunch,Eat In,,
25,1,Chicken Fry with Chips,Lunch,Eat In,,
24,1,Chicken Fry with Chips,Lunch,Eat In,,
15,1,Chicken Fry with Chips,Lunch,Eat In,,
24,1,Chicken Fry with Chips,Lunch,Eat In,,
29,0,Chicken Fry with Chips,Lunch,Eat In,,
24,0,Chicken Fry with Chips,Lunch,Eat In,,
37,1,Chicken Fry with Chips,Lunch,Eat In,,
1,1,Chicken Fry with Chips,Lunch,Eat In,,
15,0,Chicken Fry with Chips,Lunch,Eat In,,
15,1,Chicken Fry with Chips,Lunch,Eat In,,
14,1,Chicken Fry with Chips,Lunch,Eat In,,
25,1,Chicken Fry with Chips,Lunch,Eat In,,
24,1,Chicken Fry with Chips,Lunch,Eat In,,
30,1,Chicken Fry with Chips,Lunch,Eat In,,
30,1,Chicken Fry with Chips,Lunch,Eat In,,
25,1,Chicken Fry with Chips,Lunch,Eat In,,
13,1,Chicken Fry with Chips,Lunch,Eat In,,
11,1,Chicken Fry with Chips,Lunch,Eat In,,
11,0,Chicken Fry with Chips,Lunch,Eat In,,
16,0,Chicken Fry with Chips,Lunch,Eat In,,
19,0,Chicken Fry with Chips,Lunch,Eat In,,
26,0,Chicken Fry with Chips,Lunch,Eat In,,
18,0,Chicken Fry with Chips,Lunch,Eat In,,
20,0,Chicken Fry with Chips,Lunch,Eat In,,
27,0,Chicken Fry with Chips,Lunch,Eat In,,
23,0,Chicken Fry with Chips,Lunch,Eat In,,
23,1,Chicken Fry with Chips,Lunch,Eat In,,
10,1,Chicken Fry with Chips,Lunch,Eat In,,
20,1,Chicken Fry with Chips,Lunch,Eat In,,
14,1,Chicken Fry with Chips,Lunch,Eat In,,
21,1,Chicken Fry with Chips,Lunch,Eat In,,
11,1,Chicken Fry with Chips,Lunch,Eat In,,
12,1,Chicken Fry with Chips,Lunch,Eat In,,
15,0,Chicken Fry with Chips,Lunch,Eat In,,
20,0,Chicken Fry with Chips,Lunch,Eat In,,
21,0,Chicken Fry with Chips,Lunch,Eat In,,
23,0,Chicken Fry with Chips,Lunch,Eat In,,
22,0,Chicken Fry with Chips,Lunch,Eat In,,
19,0,Chicken Fry with Chips,Lunch,Eat In,,
22,0,Chicken Fry with Chips,Lunch,Eat In,,
27,0,Chicken Fry with Chips,Lunch,Eat In,,
5,1,Chicken Fry with Chips,Lunch,Eat In,,
10,1,Chicken Fry with Chips,Lunch,Eat In,,
8,0,Chicken Fry with Chips,Lunch,Eat In,,
8,1,Chicken Fry with Chips,Lunch,Eat In,,
10,0,Chicken Fry with Chips,Lunch,Eat In,,
14,0,Chicken Fry with Chips,Lunch,Eat In,,
18,1,Chicken Fry with Chips,Lunch,Eat In,,
10,1,Chicken Fry with Chips,Lunch,Eat In,,
18,1,Chicken Fry with Chips,Lunch,Eat In,,
12,1,Chicken Fry with Chips,Lunch,Eat In,,
18,0,Chicken Fry with Chips,Lunch,Eat In,,
16,0,Chicken Fry with Chips,Lunch,Eat In,,
26,0,Chicken Fry with Chips,Lunch,Eat In,,
20,1,Ice Cream,Noon,Eat In,,
11,0,Ice Cream,Noon,Eat In,,
12,0,Ice Cream,Noon,Eat In,,
5,0,Ice Cream,Noon,Eat In,,
13,1,Ice Cream,Noon,Eat In,,
8,0,Ice Cream,Noon,Eat In,,
13,0,Ice Cream,Noon,Eat In,,
11,1,Ice Cream,Noon,Eat In,,
18,1,Ice Cream,Noon,Eat In,,
10,1,Ice Cream,Noon,Eat In,,
10,0,Ice Cream,Noon,Eat In,,
19,0,Ice Cream,Noon,Eat In,,
15,1,Ice Cream,Noon,Eat In,,
16,0,Ice Cream,Noon,Eat In,,
24,1,Ice Cream,Noon,Eat In,,
11,0,Ice Cream,Noon,Eat In,,
16,0,Ice Cream,Noon,Eat In,,
13,1,Ice Cream,Noon,Eat In,,
17,1,Ice Cream,Noon,Eat In,,
20,1,Ice Cream,Noon,Eat In,,
20,1,Ice Cream,Noon,Eat In,,
14,1,Ice Cream,Noon,Eat In,,
17,0,Ice Cream,Noon,Eat In,,
21,0,Ice Cream,Noon,Eat In,,
21,0,Ice Cream,Noon,Eat In,,
15,0,Ice Cream,Noon,Eat In,,
32,1,Ice Cream,Noon,Eat In,,
42,1,Ice Cream,Noon,Eat In,,
15,0,Ice Cream,Noon,Eat In,,
16,1,Ice Cream,Noon,Eat In,,
24,1,Ice Cream,Noon,Eat In,,
11,1,Ice Cream,Noon,Eat In,,
16,1,Ice Cream,Noon,Eat In,,
13,0,Ice Cream,Noon,Eat In,,
17,1,Ice Cream,Noon,Eat In,,
57,1,Ice Cream,Noon,Eat In,,
23,1,Ice Cream,Noon,Eat In,,
22,1,Ice Cream,Noon,Eat In,,
41,0,Ice Cream,Noon,Eat In,,
15,0,Ice Cream,Noon,Eat In,,
32,0,Ice Cream,Noon,Eat In,,
42,1,Ice Cream,Noon,Eat In,,
15,0,Ice Cream,Noon,Eat In,,
16,0,Ice Cream,Noon,Eat In,,
24,0,Ice Cream,Noon,Eat In,,
11,1,Ice Cream,Noon,Eat In,,
50,0,Ice Cream,Noon,Eat In,,
19,0,Ice Cream,Noon,Eat In,,
19,1,Ice Cream,Noon,Take Away,,
14,1,Ice Cream,Noon,Take Away,,
15,1,Ice Cream,Noon,Take Away,,
23,0,Ice Cream,Noon,Take Away,,
21,0,Ice Cream,Noon,Take Away,,
20,1,Ice Cream,Noon,Take Away,,
35,0,Ice Cream,Noon,Take Away,,
56,1,Ice Cream,Noon,Take Away,,
23,0,Ice Cream,Noon,Take Away,,
37,0,Ice Cream,Noon,Take Away,,
42,1,Energy Drink,Noon,Take Away,,
56,1,Energy Drink,Noon,Take Away,,
40,1,Energy Drink,Noon,Take Away,,
51,1,Energy Drink,Noon,Take Away,,
24,1,Energy Drink,Noon,Take Away,,
18,0,Energy Drink,Noon,Take Away,,
17,0,Energy Drink,Noon,Take Away,,
18,0,Energy Drink,Noon,Take Away,,
18,0,Energy Drink,Noon,Take Away,,
21,1,Energy Drink,Noon,Take Away,,
26,1,Energy Drink,Noon,Take Away,,
21,0,Energy Drink,Noon,Take Away,,
20,1,Energy Drink,Noon,Take Away,,
52,1,Energy Drink,Noon,Take Away,,
43,1,Energy Drink,Noon,Take Away,,
44,1,Energy Drink,Noon,Take Away,,
66,0,Energy Drink,Noon,Take Away,,
35,0,Energy Drink,Noon,Take Away,,
52,0,Energy Drink,Noon,Take Away,,
35,0,Energy Drink,Noon,Take Away,,
24,1,Energy Drink,Afternoon,Take Away,,
18,1,Energy Drink,Afternoon,Take Away,,
45,0,Energy Drink,Afternoon,Take Away,,
30,0,Energy Drink,Afternoon,Take Away,,
37,0,Energy Drink,Afternoon,Take Away,,
36,0,Energy Drink,Afternoon,Take Away,,
42,1,Energy Drink,Afternoon,Take Away,,
23,0,Energy Drink,Afternoon,Take Away,,
23,0,Energy Drink,Afternoon,Take Away,,
38,0,Energy Drink,Afternoon,Take Away,,
19,0,Energy Drink,Afternoon,Take Away,,
26,0,Energy Drink,Afternoon,Take Away,,
21,0,Energy Drink,Afternoon,Take Away,,
20,0,Energy Drink,Afternoon,Take Away,,
52,0,Energy Drink,Afternoon,Take Away,,
43,1,Energy Drink,Afternoon,Take Away,,
44,1,Energy Drink,Afternoon,Take Away,,
66,1,Energy Drink,Afternoon,Take Away,,
35,1,Energy Drink,Afternoon,Take Away,,
52,0,Energy Drink,Afternoon,Take Away,,
35,0,Energy Drink,Afternoon,Take Away,,
24,1,Energy Drink,Afternoon,Take Away,,
18,1,Energy Drink,Afternoon,Take Away,,
45,0,Energy Drink,Afternoon,Take Away,,
30,1,Energy Drink,Afternoon,Take Away,,
37,1,Energy Drink,Afternoon,Take Away,,
26,1,Energy Drink,Afternoon,Take Away,,
24,1,Energy Drink,Afternoon,Take Away,,
17,1,Energy Drink,Afternoon,Take Away,,
17,1,Energy Drink,Afternoon,Take Away,,
22,1,Energy Drink,Afternoon,Take Away,,
19,1,Energy Drink,Afternoon,Take Away,,
23,1,Energy Drink,Afternoon,Take Away,,
13,0,Energy Drink,Afternoon,Take Away,,
19,0,Energy Drink,Afternoon,Take Away,,
11,0,Energy Drink,Afternoon,Take Away,,
11,0,Energy Drink,Afternoon,Take Away,,
12,0,Energy Drink,Afternoon,Take Away,,
15,0,Energy Drink,Afternoon,Take Away,,
11,1,Energy Drink,Afternoon,Take Away,,
11,1,Energy Drink,Afternoon,Take Away,,
21,1,Energy Drink,Afternoon,Take Away,,
26,1,Energy Drink,Afternoon,Take Away,,
18,1,Energy Drink,Afternoon,Take Away,,
35,1,Energy Drink,Afternoon,Take Away,,
23,1,Energy Drink,Afternoon,Take Away,,
25,0,Energy Drink,Afternoon,Take Away,,
29,0,Energy Drink,Afternoon,Take Away,,
26,0,Energy Drink,Afternoon,Take Away,,
23,0,Energy Drink,Afternoon,Take Away,,
26,0,Energy Drink,Afternoon,Take Away,,
22,1,Energy Drink,Afternoon,Take Away,,
21,1,Energy Drink,Afternoon,Take Away,,
14,1,Energy Drink,Afternoon,Take Away,,
20,1,Energy Drink,Afternoon,Take Away,,
18,1,Energy Drink,Afternoon,Take Away,,
22,1,Energy Drink,Afternoon,Take Away,,
26,1,Energy Drink,Afternoon,Take Away,,
23,0,Energy Drink,Afternoon,Take Away,,
24,0,Energy Drink,Afternoon,Take Away,,
14,0,Energy Drink,Afternoon,Take Away,,
21,0,Energy Drink,Afternoon,Take Away,,
19,0,Energy Drink,Afternoon,Take Away,,
17,0,Energy Drink,Afternoon,Take Away,,
23,1,Energy Drink,Afternoon,Take Away,,
16,1,Energy Drink,Afternoon,Take Away,,
17,1,Energy Drink,Afternoon,Take Away,,
21,1,Energy Drink,Afternoon,Take Away,,
36,0,Energy Drink,Afternoon,Take Away,,
35,0,Energy Drink,Afternoon,Take Away,,
19,0,Energy Drink,Afternoon,Take Away,,
20,0,Energy Drink,Afternoon,Take Away,,
19,0,Energy Drink,Afternoon,Take Away,,
27,0,Energy Drink,Afternoon,Take Away,,
28,0,Energy Drink,Afternoon,Take Away,,
16,0,Energy Drink,Afternoon,Take Away,,
20,1,Energy Drink,Afternoon,Take Away,,
23,1,Energy Drink,Afternoon,Take Away,,
18,0,Energy Drink,Afternoon,Take Away,,
17,1,Energy Drink,Afternoon,Take Away,,
27,0,Energy Drink,Afternoon,Take Away,,
18,0,Energy Drink,Afternoon,Take Away,,
19,1,Energy Drink,Afternoon,Take Away,,
13,1,Energy Drink,Afternoon,Take Away,,
18,1,Energy Drink,Afternoon,Take Away,,
15,1,Energy Drink,Afternoon,Take Away,,
15,0,Energy Drink,Afternoon,Take Away,,
20,0,Energy Drink,Afternoon,Take Away,,
36,0,Energy Drink,Afternoon,Take Away,,
22,1,Energy Drink,Afternoon,Take Away,,
28,0,Energy Drink,Afternoon,Take Away,,
24,0,Energy Drink,Afternoon,Take Away,,
22,0,Energy Drink,Afternoon,Take Away,,
25,1,Energy Drink,Afternoon,Take Away,,
25,0,Energy Drink,Afternoon,Take Away,,
22,0,Energy Drink,Afternoon,Take Away,,
17,1,Energy Drink,Afternoon,Take Away,,
13,1,Energy Drink,Afternoon,Take Away,,
19,1,Energy Drink,Afternoon,Take Away,,
24,0,Energy Drink,Afternoon,Take Away,,
14,0,Energy Drink,Afternoon,Take Away,,
13,1,Energy Drink,Afternoon,Take Away,,
22,0,Energy Drink,Afternoon,Take Away,,
15,1,Energy Drink,Afternoon,Take Away,,
14,0,Energy Drink,Afternoon,Take Away,,
14,0,Energy Drink,Afternoon,Take Away,,
8,1,Energy Drink,Afternoon,Take Away,,
14,1,Energy Drink,Afternoon,Take Away,,
30,1,Energy Drink,Afternoon,Take Away,,
18,1,Energy Drink,Afternoon,Take Away,,
25,1,Energy Drink,Afternoon,Take Away,,
16,0,Energy Drink,Afternoon,Take Away,,
24,0,Energy Drink,Afternoon,Take Away,,
25,0,Energy Drink,Afternoon,Take Away,,
18,0,Energy Drink,Afternoon,Take Away,,
20,1,Energy Drink,Afternoon,Take Away,,
12,1,Energy Drink,Afternoon,Take Away,,
16,0,Energy Drink,Afternoon,Take Away,,
14,1,Energy Drink,Afternoon,Take Away,,
14,1,Energy Drink,Afternoon,Take Away,,
13,1,Energy Drink,Afternoon,Take Away,,
19,1,Energy Drink,Afternoon,Take Away,,
11,0,Energy Drink,Afternoon,Take Away,,
10,0,Energy Drink,Afternoon,Take Away,,
19,0,Energy Drink,Afternoon,Take Away,,
16,0,Energy Drink,Afternoon,Take Away,,
11,1,Energy Drink,Afternoon,Take Away,,
19,1,Energy Drink,Afternoon,Take Away,,
29,0,Energy Drink,Afternoon,Take Away,,
29,0,Energy Drink,Afternoon,Take Away,,
20,0,Energy Drink,Afternoon,Take Away,,
16,0,Energy Drink,Afternoon,Take Away,,
16,1,Energy Drink,Afternoon,Take Away,,
20,0,Energy Drink,Afternoon,Take Away,,
13,0,Energy Drink,Afternoon,Take Away,,
14,0,Energy Drink,Afternoon,Take Away,,
17,0,Energy Drink,Afternoon,Take Away,,
18,0,Energy Drink,Afternoon,Take Away,,
11,0,Energy Drink,Afternoon,Take Away,,
10,0,Energy Drink,Afternoon,Take Away,,
15,0,Energy Drink,Afternoon,Take Away,,
12,1,Energy Drink,Afternoon,Take Away,,
15,1,Energy Drink,Afternoon,Take Away,,
13,1,Energy Drink,Afternoon,Take Away,,
16,1,Energy Drink,Afternoon,Take Away,,
11,0,Energy Drink,Afternoon,Take Away,,
18,0,Energy Drink,Afternoon,Take Away,,
18,1,Energy Drink,Afternoon,Take Away,,
21,1,Energy Drink,Afternoon,Take Away,,
38,0,Energy Drink,Afternoon,Take Away,,
18,1,Energy Drink,Afternoon,Take Away,,
20,1,Energy Drink,Afternoon,Take Away,,
25,1,Energy Drink,Afternoon,Take Away,,
22,1,Energy Drink,Afternoon,Take Away,,
18,1,Energy Drink,Afternoon,Take Away,,
21,1,Energy Drink,Afternoon,Take Away,,
18,1,Energy Drink,Afternoon,Take Away,,
20,1,Energy Drink,Afternoon,Take Away,,
20,1,Energy Drink,Afternoon,Take Away,,
17,0,Energy Drink,Afternoon,Take Away,,
15,0,Energy Drink,Afternoon,Take Away,,
14,0,Energy Drink,Afternoon,Take Away,,
15,0,Energy Drink,Afternoon,Take Away,,
16,0,Energy Drink,Afternoon,Take Away,,
11,1,Energy Drink,Afternoon,Take Away,,
11,0,Energy Drink,Afternoon,Take Away,,
38,0,Energy Drink,Afternoon,Take Away,,
40,0,Energy Drink,Afternoon,Take Away,,
23,1,Energy Drink,Afternoon,Take Away,,
22,1,Energy Drink,Afternoon,Take Away,,
27,1,Energy Drink,Afternoon,Take Away,,
20,1,Energy Drink,Afternoon,Take Away,,
17,1,Energy Drink,Afternoon,Take Away,,
13,1,Energy Drink,Afternoon,Take Away,,
21,1,Energy Drink,Afternoon,Take Away,,
18,0,Energy Drink,Afternoon,Take Away,,
15,0,Energy Drink,Afternoon,Take Away,,
15,0,Energy Drink,Afternoon,Take Away,,
14,0,Energy Drink,Afternoon,Take Away,,
12,0,Energy Drink,Afternoon,Take Away,,
18,0,Energy Drink,Afternoon,Take Away,,
19,0,Energy Drink,Afternoon,Take Away,,
13,0,Energy Drink,Afternoon,Take Away,,
13,1,Energy Drink,Afternoon,Take Away,,
19,1,Energy Drink,Afternoon,Take Away,,
22,0,Energy Drink,Afternoon,Take Away,,
22,1,Energy Drink,Afternoon,Take Away,,
15,0,Energy Drink,Afternoon,Take Away,,
15,0,Energy Drink,Afternoon,Take Away,,
12,1,Energy Drink,Afternoon,Take Away,,
17,1,Energy Drink,Afternoon,Take Away,,
18,1,Energy Drink,Afternoon,Take Away,,
14,1,Energy Drink,Afternoon,Take Away,,
12,0,Energy Drink,Afternoon,Take Away,,
12,0,Energy Drink,Afternoon,Take Away,,
17,0,Energy Drink,Afternoon,Take Away,,
15,1,Energy Drink,Afternoon,Take Away,,
19,0,Energy Drink,Afternoon,Take Away,,
11,0,Energy Drink,Afternoon,Take Away,,
10,0,Energy Drink,Afternoon,Take Away,,
11,1,Energy Drink,Afternoon,Take Away,,
20,0,Energy Drink,Afternoon,Take Away,,
12,0,Energy Drink,Afternoon,Take Away,,
10,1,Energy Drink,Afternoon,Take Away,,
22,1,Energy Drink,Afternoon,Take Away,,
34,1,Energy Drink,Afternoon,Take Away,,
21,0,Energy Drink,Afternoon,Take Away,,
24,0,Energy Drink,Afternoon,Take Away,,
22,1,Energy Drink,Afternoon,Take Away,,
25,0,Energy Drink,Afternoon,Take Away,,
14,1,Energy Drink,Afternoon,Take Away,,
21,0,Energy Drink,Afternoon,Take Away,,
17,0,Energy Drink,Afternoon,Take Away,,
19,1,Energy Drink,Afternoon,Take Away,,
12,1,Energy Drink,Afternoon,Take Away,,
17,1,Energy Drink,Afternoon,Take Away,,
19,1,Energy Drink,Afternoon,Take Away,,
16,1,Energy Drink,Afternoon,Take Away,,
35,0,Energy Drink,Afternoon,Take Away,,
29,0,Energy Drink,Afternoon,Take Away,,
18,0,Energy Drink,Afternoon,Take Away,,
21,0,Energy Drink,Afternoon,Take Away,,
21,1,Energy Drink,Afternoon,Take Away,,
19,1,Energy Drink,Afternoon,Take Away,,
23,0,Energy Drink,Afternoon,Take Away,,
20,1,Energy Drink,Afternoon,Take Away,,
19,1,Energy Drink,Afternoon,Take Away,,
16,1,Energy Drink,Afternoon,Take Away,,
12,1,Energy Drink,Afternoon,Take Away,,
18,0,Energy Drink,Afternoon,Take Away,,
21,0,Energy Drink,Afternoon,Take Away,,
16,0,Energy Drink,Afternoon,Take Away,,
20,0,Energy Drink,Afternoon,Take Away,,
10,1,Energy Drink,Afternoon,Take Away,,
9,1,Energy Drink,Afternoon,Take Away,,
15,0,Energy Drink,Afternoon,Take Away,,
20,0,Energy Drink,Afternoon,Take Away,,
19,0,Energy Drink,Afternoon,Take Away,,
16,0,Energy Drink,Afternoon,Take Away,,
17,1,Energy Drink,Afternoon,Take Away,,
11,0,Energy Drink,Afternoon,Take Away,,
11,0,Energy Drink,Afternoon,Take Away,,
13,0,Energy Drink,Afternoon,Take Away,,
12,0,Energy Drink,Afternoon,Take Away,,
11,0,Coffee,Morning,Eat In,,
19,0,Coffee,Morning,Eat In,,
13,0,Coffee,Morning,Eat In,,
18,0,Coffee,Morning,Eat In,,
16,1,Coffee,Morning,Eat In,,
18,1,Coffee,Morning,Eat In,,
19,1,Coffee,Morning,Eat In,,
25,1,Coffee,Morning,Eat In,,
22,0,Coffee,Morning,Eat In,,
18,0,Coffee,Morning,Eat In,,
12,1,Coffee,Morning,Eat In,,
11,1,Coffee,Morning,Eat In,,
19,0,Coffee,Morning,Eat In,,
11,1,Coffee,Morning,Eat In,,
12,1,Coffee,Morning,Eat In,,
11,1,Coffee,Morning,Eat In,,
18,1,Coffee,Morning,Eat In,,
19,1,Coffee,Morning,Eat In,,
11,1,Coffee,Morning,Eat In,,
8,1,Coffee,Morning,Eat In,,
17,1,Coffee,Morning,Eat In,,
17,1,Coffee,Morning,Eat In,,
18,0,Coffee,Morning,Eat In,,
16,0,Coffee,Morning,Eat In,,
15,0,Coffee,Morning,Eat In,,
15,0,Coffee,Morning,Eat In,,
12,0,Coffee,Morning,Eat In,,
11,1,Coffee,Morning,Eat In,,
16,0,Coffee,Morning,Eat In,,
10,0,Coffee,Morning,Eat In,,
16,0,Coffee,Morning,Eat In,,
11,1,Coffee,Morning,Eat In,,
17,1,Coffee,Morning,Eat In,,
10,1,Coffee,Morning,Eat In,,
9,1,Coffee,Morning,Eat In,,
12,1,Coffee,Morning,Eat In,,
11,1,Coffee,Morning,Eat In,,
8,1,Coffee,Morning,Eat In,,
18,0,Coffee,Morning,Eat In,,
16,0,Coffee,Morning,Eat In,,
16,0,Coffee,Morning,Eat In,,
17,0,Coffee,Morning,Eat In,,
12,0,Coffee,Morning,Eat In,,
13,0,Coffee,Morning,Eat In,,
21,0,Coffee,Morning,Eat In,,
13,0,Coffee,Morning,Eat In,,
16,1,Coffee,Morning,Eat In,,
14,1,Coffee,Morning,Eat In,,
14,0,Coffee,Morning,Eat In,,
14,1,Coffee,Morning,Eat In,,
16,0,Coffee,Morning,Eat In,,
15,0,Coffee,Morning,Eat In,,
15,1,Coffee,Morning,Eat In,,
13,1,Coffee,Morning,Eat In,,
12,1,Coffee,Morning,Eat In,,
10,1,Coffee,Morning,Eat In,,
6,0,Coffee,Morning,Eat In,,
13,0,Coffee,Morning,Eat In,,
21,0,Coffee,Morning,Eat In,,
23,1,Coffee,Morning,Eat In,,
24,0,Coffee,Morning,Eat In,,
27,0,Coffee,Morning,Eat In,,
23,0,Coffee,Morning,Eat In,,
18,1,Coffee,Morning,Eat In,,
25,0,Coffee,Morning,Eat In,,
19,0,Coffee,Morning,Eat In,,
22,1,Coffee,Morning,Eat In,,
17,1,Coffee,Morning,Eat In,,
17,1,Coffee,Morning,Eat In,,
19,0,Coffee,Morning,Eat In,,
19,0,Coffee,Morning,Eat In,,
9,1,Coffee,Morning,Eat In,,
18,0,Coffee,Morning,Eat In,,
16,1,Coffee,Morning,Eat In,,
15,0,Coffee,Morning,Eat In,,
11,0,Coffee,Morning,Eat In,,
24,1,Coffee,Morning,Eat In,,
22,1,Coffee,Morning,Eat In,,
24,1,Coffee,Morning,Eat In,,
21,1,Coffee,Morning,Eat In,,
20,1,Coffee,Morning,Eat In,,
26,0,Coffee,Morning,Eat In,,
16,0,Coffee,Morning,Eat In,,
14,0,Coffee,Morning,Eat In,,
33,0,Coffee,Morning,Eat In,,
18,1,Coffee,Morning,Eat In,,
20,1,Coffee,Morning,Eat In,,
14,0,Coffee,Morning,Eat In,,
16,1,Coffee,Morning,Eat In,,
23,1,Coffee,Evening,Eat In,,
20,1,Coffee,Evening,Eat In,,
15,1,Coffee,Evening,Eat In,,
20,0,Coffee,Evening,Eat In,,
15,0,Coffee,Evening,Eat In,,
12,0,Coffee,Evening,Eat In,,
16,0,Coffee,Evening,Eat In,,
26,1,Coffee,Evening,Eat In,,
26,1,Coffee,Evening,Eat In,,
20,0,Coffee,Evening,Eat In,,
21,0,Coffee,Evening,Eat In,,
17,0,Coffee,Evening,Eat In,,
15,0,Coffee,Evening,Eat In,,
15,1,Coffee,Evening,Eat In,,
17,0,Coffee,Evening,Eat In,,
17,0,Coffee,Evening,Eat In,,
24,0,Coffee,Evening,Eat In,,
21,0,Coffee,Evening,Eat In,,
15,0,Coffee,Evening,Eat In,,
15,0,Coffee,Evening,Eat In,,
14,0,Coffee,Evening,Eat In,,
29,0,Coffee,Evening,Eat In,,
27,1,Coffee,Evening,Eat In,,
23,1,Coffee,Evening,Eat In,,
11,1,Coffee,Evening,Eat In,,
13,1,Coffee,Evening,Eat In,,
21,0,Coffee,Evening,Eat In,,
13,0,Coffee,Evening,Eat In,,
12,1,Coffee,Evening,Eat In,,
13,1,Coffee,Evening,Eat In,,
19,0,Coffee,Evening,Eat In,,
14,1,Coffee,Evening,Eat In,,
10,1,Coffee,Evening,Eat In,,
18,1,Coffee,Evening,Eat In,,
17,1,Coffee,Evening,Eat In,,
27,1,Coffee,Evening,Eat In,,
20,1,Coffee,Evening,Eat In,,
12,1,Coffee,Evening,Eat In,,
14,1,Coffee,Evening,Eat In,,
13,1,Coffee,Evening,Eat In,,
15,0,Coffee,Evening,Eat In,,
15,0,Coffee,Evening,Eat In,,
20,0,Coffee,Evening,Eat In,,
13,0,Coffee,Evening,Eat In,,
12,0,Coffee,Evening,Eat In,,
14,0,Coffee,Evening,Eat In,,
17,1,Coffee,Evening,Eat In,,
18,1,Coffee,Evening,Eat In,,
18,1,Coffee,Evening,Eat In,,
19,0,Coffee,Evening,Eat In,,
19,0,Coffee,Evening,Eat In,,
19,0,Coffee,Evening,Eat In,,
15,0,Coffee,Evening,Eat In,,
20,0,Coffee,Evening,Eat In,,
13,0,Coffee,Evening,Eat In,,
21,0,Coffee,Evening,Eat In,,
12,0,Coffee,Evening,Eat In,,
